apartmenttype,quarter,region,subregion,year,averagerent
All,1,Colorado State,Montrose,2004,548.0113636363636
All,3,Colorado State,Montrose,2004,552.6060070671379
All,1,Colorado State,Montrose,2005,576.9736842105264
All,3,Colorado State,Montrose,2005,584.116541353
All,1,Colorado State,Montrose,2006,572.794117647
All,3,Colorado State,Montrose,2006,555.689102564
All,4,Colorado State,Montrose,2006,NA
All,1,Colorado State,Montrose,2007,569.132653061
All,2,Colorado State,Montrose,2007,NA
All,3,Colorado State,Montrose,2007,601.438848921
All,4,Colorado State,Montrose,2007,NA
All,1,Colorado State,Montrose,2008,610.661764706
All,2,Colorado State,Montrose,2008,NA
All,3,Colorado State,Montrose,2008,611.580882353
All,4,Colorado State,Montrose,2008,NA
All,1,Colorado State,Montrose,2009,594.791666667
All,2,Colorado State,Montrose,2009,NA
All,3,Colorado State,Montrose,2009,636.123853211
All,4,Colorado State,Montrose,2009,NA
All,1,Colorado State,Montrose,2010,641.228070175
All,2,Colorado State,Montrose,2010,NA
All,3,Colorado State,Montrose,2010,658.256880734
All,4,Colorado State,Montrose,2010,NA
All,1,Colorado State,Montrose,2011,642.905405405
All,2,Colorado State,Montrose,2011,NA
All,3,Colorado State,Montrose,2011,624.8046875
All,4,Colorado State,Montrose,2011,NA
All,1,Colorado State,Montrose,2012,582.930107527
All,2,Colorado State,Montrose,2012,NA
All,3,Colorado State,Montrose,2012,590.625
All,4,Colorado State,Montrose,2012,NA
All,1,Colorado State,Montrose,2013,695.108695652
All,2,Colorado State,Montrose,2013,NA
All,3,Colorado State,Montrose,2013,715.53030303
All,4,Colorado State,Montrose,2013,NA
All,1,Colorado State,Montrose,2014,593.75
All,2,Colorado State,Montrose,2014,NA
All,3,Colorado State,Montrose,2014,657.738095238
All,4,Colorado State,Montrose,2014,NA
All,1,Colorado State,Montrose,2015,717.934782609
All,2,Colorado State,Montrose,2015,NA
All,3,Colorado State,Montrose,2015,710.326086957
All,4,Colorado State,Montrose,2015,NA
Efficiency,1,Colorado State,Pueblo,1996,285.08
Efficiency,3,Colorado State,Pueblo,1996,309.32
Efficiency,1,Colorado State,Pueblo,1997,275.95
Efficiency,3,Colorado State,Pueblo,1997,269.47
Efficiency,1,Colorado State,Pueblo,1998,307.79
Efficiency,3,Colorado State,Pueblo,1998,257.69
Efficiency,1,Colorado State,Pueblo,1999,286.82
Efficiency,3,Colorado State,Pueblo,1999,272.02
Efficiency,1,Colorado State,Pueblo,2000,263.98
Efficiency,3,Colorado State,Pueblo,2000,342.63
Efficiency,1,Colorado State,Pueblo,2001,294.11
Efficiency,3,Colorado State,Pueblo,2001,298.46
Efficiency,1,Colorado State,Pueblo,2002,359.62
Efficiency,3,Colorado State,Pueblo,2002,348.0
Efficiency,1,Colorado State,Pueblo,2003,291.42
Efficiency,3,Colorado State,Pueblo,2003,241.44736842105263
Efficiency,1,Colorado State,Pueblo,2004,335.90909090909093
Efficiency,3,Colorado State,Pueblo,2004,348.42452830188677
Efficiency,1,Colorado State,Pueblo,2005,385.2096774193548
Efficiency,3,Colorado State,Pueblo,2005,335.195652174
Efficiency,1,Colorado State,Pueblo,2006,350.604166667
Efficiency,3,Colorado State,Pueblo,2006,372.590909091
Efficiency,4,Colorado State,Pueblo,2006,384.1
Efficiency,1,Colorado State,Pueblo,2007,390.801886792
Efficiency,2,Colorado State,Pueblo,2007,388.841463415
Efficiency,3,Colorado State,Pueblo,2007,379.396551724
Efficiency,4,Colorado State,Pueblo,2007,340.512820513
Efficiency,1,Colorado State,Pueblo,2008,370.833333333
Efficiency,2,Colorado State,Pueblo,2008,323.076923077
Efficiency,3,Colorado State,Pueblo,2008,344.166666667
Efficiency,4,Colorado State,Pueblo,2008,330.0
Efficiency,1,Colorado State,Pueblo,2009,376.470588235
Efficiency,2,Colorado State,Pueblo,2009,330.25
Efficiency,3,Colorado State,Pueblo,2009,375.0
Efficiency,4,Colorado State,Pueblo,2009,340.0
Efficiency,1,Colorado State,Pueblo,2010,388.125
Efficiency,2,Colorado State,Pueblo,2010,342.987804878
Efficiency,3,Colorado State,Pueblo,2010,384.451219512
Efficiency,4,Colorado State,Pueblo,2010,356.465517241
Efficiency,1,Colorado State,Pueblo,2011,378.353658537
Efficiency,2,Colorado State,Pueblo,2011,371.646341463
Efficiency,3,Colorado State,Pueblo,2011,379.573170732
Efficiency,4,Colorado State,Pueblo,2011,353.461538462
Efficiency,1,Colorado State,Pueblo,2012,339.605263158
Efficiency,2,Colorado State,Pueblo,2012,328.25
Efficiency,3,Colorado State,Pueblo,2012,323.25
Efficiency,4,Colorado State,Pueblo,2012,323.25
Efficiency,1,Colorado State,Pueblo,2013,332.125
Efficiency,2,Colorado State,Pueblo,2013,324.0
Efficiency,3,Colorado State,Pueblo,2013,325.25
Efficiency,4,Colorado State,Pueblo,2013,325.25
Efficiency,1,Colorado State,Pueblo,2014,326.5
Efficiency,2,Colorado State,Pueblo,2014,327.5
Efficiency,3,Colorado State,Pueblo,2014,407.03125
Efficiency,4,Colorado State,Pueblo,2014,329.0
Efficiency,1,Colorado State,Pueblo,2015,407.96875
Efficiency,2,Colorado State,Pueblo,2015,329.0
Efficiency,3,Colorado State,Pueblo,2015,418.125
Efficiency,4,Colorado State,Pueblo,2015,NA
1 Bed,1,Colorado State,Pueblo,1996,345.77
1 Bed,3,Colorado State,Pueblo,1996,364.39
1 Bed,1,Colorado State,Pueblo,1997,365.64
1 Bed,3,Colorado State,Pueblo,1997,387.51
1 Bed,1,Colorado State,Pueblo,1998,367.22
1 Bed,3,Colorado State,Pueblo,1998,395.64
1 Bed,1,Colorado State,Pueblo,1999,366.79
1 Bed,3,Colorado State,Pueblo,1999,371.58
1 Bed,1,Colorado State,Pueblo,2000,364.16
1 Bed,3,Colorado State,Pueblo,2000,426.84
1 Bed,1,Colorado State,Pueblo,2001,384.57
1 Bed,3,Colorado State,Pueblo,2001,419.48
1 Bed,1,Colorado State,Pueblo,2002,415.47
1 Bed,3,Colorado State,Pueblo,2002,412.27
1 Bed,1,Colorado State,Pueblo,2003,404.42
1 Bed,3,Colorado State,Pueblo,2003,408.49068322981367
1 Bed,1,Colorado State,Pueblo,2004,440.61899038461536
1 Bed,3,Colorado State,Pueblo,2004,417.3998849252014
1 Bed,1,Colorado State,Pueblo,2005,403.66527777777776
1 Bed,3,Colorado State,Pueblo,2005,409.089676747
1 Bed,1,Colorado State,Pueblo,2006,402.348684211
1 Bed,3,Colorado State,Pueblo,2006,422.422797927
1 Bed,4,Colorado State,Pueblo,2006,432.130246914
1 Bed,1,Colorado State,Pueblo,2007,430.25940707
1 Bed,2,Colorado State,Pueblo,2007,442.127388535
1 Bed,3,Colorado State,Pueblo,2007,447.743467933
1 Bed,4,Colorado State,Pueblo,2007,417.164772727
1 Bed,1,Colorado State,Pueblo,2008,445.936761229
1 Bed,2,Colorado State,Pueblo,2008,455.437565036
1 Bed,3,Colorado State,Pueblo,2008,462.863679695
1 Bed,4,Colorado State,Pueblo,2008,433.494404883
1 Bed,1,Colorado State,Pueblo,2009,449.210526316
1 Bed,2,Colorado State,Pueblo,2009,435.767008986
1 Bed,3,Colorado State,Pueblo,2009,455.054197662
1 Bed,4,Colorado State,Pueblo,2009,442.602040816
1 Bed,1,Colorado State,Pueblo,2010,457.119021135
1 Bed,2,Colorado State,Pueblo,2010,446.262740657
1 Bed,3,Colorado State,Pueblo,2010,462.372593431
1 Bed,4,Colorado State,Pueblo,2010,452.697596796
1 Bed,1,Colorado State,Pueblo,2011,466.041433371
1 Bed,2,Colorado State,Pueblo,2011,456.744909502
1 Bed,3,Colorado State,Pueblo,2011,475.830610022
1 Bed,4,Colorado State,Pueblo,2011,479.956076135
1 Bed,1,Colorado State,Pueblo,2012,484.148148148
1 Bed,2,Colorado State,Pueblo,2012,509.325892857
1 Bed,3,Colorado State,Pueblo,2012,491.528326746
1 Bed,4,Colorado State,Pueblo,2012,507.978855721
1 Bed,1,Colorado State,Pueblo,2013,489.593699515
1 Bed,2,Colorado State,Pueblo,2013,477.889655172
1 Bed,3,Colorado State,Pueblo,2013,491.835443038
1 Bed,4,Colorado State,Pueblo,2013,488.493333333
1 Bed,1,Colorado State,Pueblo,2014,495.934813754
1 Bed,2,Colorado State,Pueblo,2014,493.058546433
1 Bed,3,Colorado State,Pueblo,2014,485.242275281
1 Bed,4,Colorado State,Pueblo,2014,496.942896936
1 Bed,1,Colorado State,Pueblo,2015,510.548207664
1 Bed,2,Colorado State,Pueblo,2015,503.304709141
1 Bed,3,Colorado State,Pueblo,2015,530.68220339
1 Bed,4,Colorado State,Pueblo,2015,NA
"2 Bed, 1 Bath",1,Colorado State,Pueblo,1996,425.07
"2 Bed, 1 Bath",3,Colorado State,Pueblo,1996,450.06
"2 Bed, 1 Bath",1,Colorado State,Pueblo,1997,477.97
"2 Bed, 1 Bath",3,Colorado State,Pueblo,1997,433.33
"2 Bed, 1 Bath",1,Colorado State,Pueblo,1998,437.19
"2 Bed, 1 Bath",3,Colorado State,Pueblo,1998,431.88
"2 Bed, 1 Bath",1,Colorado State,Pueblo,1999,471.76
"2 Bed, 1 Bath",3,Colorado State,Pueblo,1999,471.53
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2000,445.97
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2000,472.43
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2001,477.26
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2001,478.72
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2002,506.84
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2002,460.7
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2003,473.68
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2003,494.9981412639405
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2004,501.42134831460675
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2004,452.8956834532374
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2005,493.9506398537477
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2005,466.712253829
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2006,479.495841996
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2006,477.971311475
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2006,505.589430894
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2007,477.729110512
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2007,546.021341463
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2007,490.641361257
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2007,502.718446602
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2008,519.705240175
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2008,565.438650307
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2008,517.687635575
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2008,537.921940928
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2009,507.372495446
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2009,571.652477718
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2009,548.183012259
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2009,550.198763251
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2010,544.535175879
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2010,556.26114082
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2010,548.98409894
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2010,557.758583691
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2011,573.514625229
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2011,538.418079096
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2011,569.227642276
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2011,580.662955466
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2012,556.414141414
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2012,575.416666667
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2012,563.477876106
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2012,583.201530612
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2013,578.075794621
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2013,591.594117647
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2013,588.546637744
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2013,592.699795082
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2014,587.803970223
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2014,592.11751663
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2014,605.498866213
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2014,604.099045346
"2 Bed, 1 Bath",1,Colorado State,Pueblo,2015,620.890269151
"2 Bed, 1 Bath",2,Colorado State,Pueblo,2015,613.496420048
"2 Bed, 1 Bath",3,Colorado State,Pueblo,2015,629.733178654
"2 Bed, 1 Bath",4,Colorado State,Pueblo,2015,NA
"2 Bed, 2 Bath",1,Colorado State,Pueblo,1996,518.97
"2 Bed, 2 Bath",3,Colorado State,Pueblo,1996,563.62
"2 Bed, 2 Bath",1,Colorado State,Pueblo,1997,540.89
"2 Bed, 2 Bath",3,Colorado State,Pueblo,1997,530.03
"2 Bed, 2 Bath",1,Colorado State,Pueblo,1998,439.1
"2 Bed, 2 Bath",3,Colorado State,Pueblo,1998,531.03
"2 Bed, 2 Bath",1,Colorado State,Pueblo,1999,501.57
"2 Bed, 2 Bath",3,Colorado State,Pueblo,1999,512.34
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2000,520.34
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2000,652.39
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2001,596.57
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2001,492.53
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2002,604.43
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2002,608.66
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2003,603.9
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2003,614.2011834319527
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2004,650.3333333333334
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2004,654.3174061433447
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2005,569.6064356435644
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2005,669.379310345
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2006,689.762135922
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2006,746.970899471
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2006,588.534482759
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2007,769.603825137
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2007,566.651376147
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2007,785.280898876
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2007,562.834224599
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2008,915.873015873
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2008,679.46797153
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2008,893.221311475
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2008,872.802419355
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2009,880.613496933
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2009,799.938650307
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2009,961.874285714
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2009,943.821138211
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2010,1003.33333333
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2010,942.12
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2010,978.2
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2010,943.447580645
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2011,1052.36842105
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2011,609.328358209
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2011,838.114754098
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2011,743.843283582
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2012,722.877358491
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2012,875.568181818
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2012,880.813953488
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2012,854.166666667
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2013,801.338541667
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2013,993.382352941
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2013,944.696969697
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2013,965.71969697
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2014,943.75
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2014,937.854609929
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2014,855.514705882
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2014,931.875
"2 Bed, 2 Bath",1,Colorado State,Pueblo,2015,955.208333333
"2 Bed, 2 Bath",2,Colorado State,Pueblo,2015,952.708333333
"2 Bed, 2 Bath",3,Colorado State,Pueblo,2015,1077.125
"2 Bed, 2 Bath",4,Colorado State,Pueblo,2015,NA
3 Bed,1,Colorado State,Pueblo,1996,517.57
3 Bed,3,Colorado State,Pueblo,1996,507.18
3 Bed,1,Colorado State,Pueblo,1997,575.8
3 Bed,3,Colorado State,Pueblo,1997,491.71
3 Bed,1,Colorado State,Pueblo,1998,484.14
3 Bed,3,Colorado State,Pueblo,1998,513.44
3 Bed,1,Colorado State,Pueblo,1999,555.76
3 Bed,3,Colorado State,Pueblo,1999,544.41
3 Bed,1,Colorado State,Pueblo,2000,527.23
3 Bed,3,Colorado State,Pueblo,2000,606.82
3 Bed,1,Colorado State,Pueblo,2001,612.72
3 Bed,3,Colorado State,Pueblo,2001,583.91
3 Bed,1,Colorado State,Pueblo,2002,610.77
3 Bed,3,Colorado State,Pueblo,2002,652.04
3 Bed,1,Colorado State,Pueblo,2003,656.04
3 Bed,3,Colorado State,Pueblo,2003,672.2305389221557
3 Bed,1,Colorado State,Pueblo,2004,696.1601307189543
3 Bed,3,Colorado State,Pueblo,2004,655.9060606060606
3 Bed,1,Colorado State,Pueblo,2005,588.922641509434
3 Bed,3,Colorado State,Pueblo,2005,595.05982906
3 Bed,1,Colorado State,Pueblo,2006,652.588757396
3 Bed,3,Colorado State,Pueblo,2006,701.165662651
3 Bed,4,Colorado State,Pueblo,2006,563.672839506
3 Bed,1,Colorado State,Pueblo,2007,695.535714286
3 Bed,2,Colorado State,Pueblo,2007,643.308080808
3 Bed,3,Colorado State,Pueblo,2007,710.608108108
3 Bed,4,Colorado State,Pueblo,2007,613.788659794
3 Bed,1,Colorado State,Pueblo,2008,873.808411215
3 Bed,2,Colorado State,Pueblo,2008,695.327868852
3 Bed,3,Colorado State,Pueblo,2008,661.822033898
3 Bed,4,Colorado State,Pueblo,2008,822.148351648
3 Bed,1,Colorado State,Pueblo,2009,843.598039216
3 Bed,2,Colorado State,Pueblo,2009,837.225490196
3 Bed,3,Colorado State,Pueblo,2009,859.257281553
3 Bed,4,Colorado State,Pueblo,2009,785.658940397
3 Bed,1,Colorado State,Pueblo,2010,833.03271028
3 Bed,2,Colorado State,Pueblo,2010,851.724299065
3 Bed,3,Colorado State,Pueblo,2010,849.369158879
3 Bed,4,Colorado State,Pueblo,2010,867.234042553
3 Bed,1,Colorado State,Pueblo,2011,920.173684211
3 Bed,2,Colorado State,Pueblo,2011,663.658940397
3 Bed,3,Colorado State,Pueblo,2011,689.5
3 Bed,4,Colorado State,Pueblo,2011,736.538461538
3 Bed,1,Colorado State,Pueblo,2012,686.284722222
3 Bed,2,Colorado State,Pueblo,2012,851.949541284
3 Bed,3,Colorado State,Pueblo,2012,812.579113924
3 Bed,4,Colorado State,Pueblo,2012,803.885135135
3 Bed,1,Colorado State,Pueblo,2013,823.406040268
3 Bed,2,Colorado State,Pueblo,2013,884.034653465
3 Bed,3,Colorado State,Pueblo,2013,832.802013423
3 Bed,4,Colorado State,Pueblo,2013,813.17114094
3 Bed,1,Colorado State,Pueblo,2014,878.325688073
3 Bed,2,Colorado State,Pueblo,2014,784.379194631
3 Bed,3,Colorado State,Pueblo,2014,764.166666667
3 Bed,4,Colorado State,Pueblo,2014,722.898230088
3 Bed,1,Colorado State,Pueblo,2015,753.7890625
3 Bed,2,Colorado State,Pueblo,2015,753.517699115
3 Bed,3,Colorado State,Pueblo,2015,899.444444444
3 Bed,4,Colorado State,Pueblo,2015,NA
All,1,Colorado State,Pueblo,1996,404.34
All,3,Colorado State,Pueblo,1996,433.7
All,1,Colorado State,Pueblo,1997,428.31
All,3,Colorado State,Pueblo,1997,424.76
All,1,Colorado State,Pueblo,1998,395.84
All,3,Colorado State,Pueblo,1998,427.11
All,1,Colorado State,Pueblo,1999,422.07
All,3,Colorado State,Pueblo,1999,428.42
All,1,Colorado State,Pueblo,2000,426.95
All,3,Colorado State,Pueblo,2000,476.17
All,1,Colorado State,Pueblo,2001,462.01
All,3,Colorado State,Pueblo,2001,446.4
All,1,Colorado State,Pueblo,2002,494.64
All,3,Colorado State,Pueblo,2002,460.23
All,1,Colorado State,Pueblo,2003,460.39
All,3,Colorado State,Pueblo,2003,486.81125071387777
All,1,Colorado State,Pueblo,2004,498.10526315789474
All,3,Colorado State,Pueblo,2004,485.25625
All,1,Colorado State,Pueblo,2005,479.6223140495868
All,3,Colorado State,Pueblo,2005,469.230304622
All,1,Colorado State,Pueblo,2006,474.968978102
All,3,Colorado State,Pueblo,2006,493.945512821
All,4,Colorado State,Pueblo,2006,478.907560356
All,1,Colorado State,Pueblo,2007,498.666562695
All,2,Colorado State,Pueblo,2007,497.113453815
All,3,Colorado State,Pueblo,2007,513.966876972
All,4,Colorado State,Pueblo,2007,470.645068807
All,1,Colorado State,Pueblo,2008,543.678381571
All,2,Colorado State,Pueblo,2008,532.827034121
All,3,Colorado State,Pueblo,2008,514.174927954
All,4,Colorado State,Pueblo,2008,518.255211117
All,1,Colorado State,Pueblo,2009,528.728254848
All,2,Colorado State,Pueblo,2009,538.140163839
All,3,Colorado State,Pueblo,2009,554.582429501
All,4,Colorado State,Pueblo,2009,541.440848214
All,1,Colorado State,Pueblo,2010,547.026404494
All,2,Colorado State,Pueblo,2010,541.781917966
All,3,Colorado State,Pueblo,2010,551.610023041
All,4,Colorado State,Pueblo,2010,553.239159892
All,1,Colorado State,Pueblo,2011,570.201102728
All,2,Colorado State,Pueblo,2011,512.542348955
All,3,Colorado State,Pueblo,2011,541.239495798
All,4,Colorado State,Pueblo,2011,535.619755912
All,1,Colorado State,Pueblo,2012,570.155120482
All,2,Colorado State,Pueblo,2012,602.570153061
All,3,Colorado State,Pueblo,2012,587.711124054
All,4,Colorado State,Pueblo,2012,612.533723022
All,1,Colorado State,Pueblo,2013,594.875616631
All,2,Colorado State,Pueblo,2013,572.150615496
All,3,Colorado State,Pueblo,2013,597.726214238
All,4,Colorado State,Pueblo,2013,594.980879541
All,1,Colorado State,Pueblo,2014,595.826149425
All,2,Colorado State,Pueblo,2014,593.104628422
All,3,Colorado State,Pueblo,2014,576.745024022
All,4,Colorado State,Pueblo,2014,585.063380282
All,1,Colorado State,Pueblo,2015,597.730024969
All,2,Colorado State,Pueblo,2015,594.711025281
All,3,Colorado State,Pueblo,2015,627.02553329
All,4,Colorado State,Pueblo,2015,NA
Efficiency,1,Colorado State,Salida,1996,NA
Efficiency,3,Colorado State,Salida,1996,NA
Efficiency,1,Colorado State,Salida,1997,NA
Efficiency,3,Colorado State,Salida,1997,NA
Efficiency,1,Colorado State,Salida,1998,NA
Efficiency,3,Colorado State,Salida,1998,NA
Efficiency,1,Colorado State,Salida,1999,NA
Efficiency,3,Colorado State,Salida,1999,NA
Efficiency,1,Colorado State,Salida,2000,NA
Efficiency,3,Colorado State,Salida,2000,NA
Efficiency,1,Colorado State,Salida,2001,NA
Efficiency,3,Colorado State,Salida,2001,NA
Efficiency,1,Colorado State,Salida,2002,NA
Efficiency,3,Colorado State,Salida,2002,NA
Efficiency,1,Colorado State,Salida,2003,NA
Efficiency,3,Colorado State,Salida,2003,NA
Efficiency,1,Colorado State,Salida,2004,NA
Efficiency,3,Colorado State,Salida,2004,NA
Efficiency,1,Colorado State,Salida,2005,NA
Efficiency,3,Colorado State,Salida,2005,NA
Efficiency,1,Colorado State,Salida,2006,NA
Efficiency,3,Colorado State,Salida,2006,NA
Efficiency,4,Colorado State,Salida,2006,NA
Efficiency,1,Colorado State,Salida,2007,NA
Efficiency,2,Colorado State,Salida,2007,NA
Efficiency,3,Colorado State,Salida,2007,NA
Efficiency,4,Colorado State,Salida,2007,NA
Efficiency,1,Colorado State,Salida,2008,NA
Efficiency,2,Colorado State,Salida,2008,NA
Efficiency,3,Colorado State,Salida,2008,NA
Efficiency,4,Colorado State,Salida,2008,NA
Efficiency,1,Colorado State,Salida,2009,NA
Efficiency,2,Colorado State,Salida,2009,NA
Efficiency,3,Colorado State,Salida,2009,NA
Efficiency,4,Colorado State,Salida,2009,NA
Efficiency,1,Colorado State,Salida,2010,NA
Efficiency,2,Colorado State,Salida,2010,NA
Efficiency,3,Colorado State,Salida,2010,NA
Efficiency,4,Colorado State,Salida,2010,NA
Efficiency,1,Colorado State,Salida,2011,NA
Efficiency,2,Colorado State,Salida,2011,NA
Efficiency,3,Colorado State,Salida,2011,NA
Efficiency,4,Colorado State,Salida,2011,NA
Efficiency,1,Colorado State,Salida,2012,NA
Efficiency,2,Colorado State,Salida,2012,NA
Efficiency,3,Colorado State,Salida,2012,NA
Efficiency,4,Colorado State,Salida,2012,NA
Efficiency,1,Colorado State,Salida,2013,NA
Efficiency,2,Colorado State,Salida,2013,NA
Efficiency,3,Colorado State,Salida,2013,NA
Efficiency,4,Colorado State,Salida,2013,NA
Efficiency,1,Colorado State,Salida,2014,NA
Efficiency,2,Colorado State,Salida,2014,NA
Efficiency,3,Colorado State,Salida,2014,NA
Efficiency,4,Colorado State,Salida,2014,NA
Efficiency,1,Colorado State,Salida,2015,NA
Efficiency,2,Colorado State,Salida,2015,NA
Efficiency,3,Colorado State,Salida,2015,NA
Efficiency,4,Colorado State,Salida,2015,NA
1 Bed,1,Colorado State,Salida,1996,NA
1 Bed,3,Colorado State,Salida,1996,NA
1 Bed,1,Colorado State,Salida,1997,NA
1 Bed,3,Colorado State,Salida,1997,NA
1 Bed,1,Colorado State,Salida,1998,NA
1 Bed,3,Colorado State,Salida,1998,NA
1 Bed,1,Colorado State,Salida,1999,NA
1 Bed,3,Colorado State,Salida,1999,NA
1 Bed,1,Colorado State,Salida,2000,NA
1 Bed,3,Colorado State,Salida,2000,433.98
1 Bed,1,Colorado State,Salida,2001,463.0
1 Bed,3,Colorado State,Salida,2001,463.91
1 Bed,1,Colorado State,Salida,2002,481.97
1 Bed,3,Colorado State,Salida,2002,475.26
1 Bed,1,Colorado State,Salida,2003,475.26
1 Bed,3,Colorado State,Salida,2003,437.5
1 Bed,1,Colorado State,Salida,2004,437.5
1 Bed,3,Colorado State,Salida,2004,412.5
1 Bed,1,Colorado State,Salida,2005,431.25
1 Bed,3,Colorado State,Salida,2005,431.25
1 Bed,1,Colorado State,Salida,2006,431.25
1 Bed,3,Colorado State,Salida,2006,431.25
1 Bed,4,Colorado State,Salida,2006,NA
1 Bed,1,Colorado State,Salida,2007,431.25
1 Bed,2,Colorado State,Salida,2007,NA
1 Bed,3,Colorado State,Salida,2007,443.75
1 Bed,4,Colorado State,Salida,2007,NA
1 Bed,1,Colorado State,Salida,2008,447.916666667
1 Bed,2,Colorado State,Salida,2008,NA
1 Bed,3,Colorado State,Salida,2008,447.916666667
1 Bed,4,Colorado State,Salida,2008,NA
1 Bed,1,Colorado State,Salida,2009,448.4375
